feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,clor_val
0.18062189,0.18062189,0.19399707,0.18062189,0.17167921,0.17167921,0.17167921,0.17167921,0.18062189
0.22090225,0.21082196,0.21082196,0.21082196,0.21082196,0.20243712,0.2051794,0.2051794,0.21082196
0.21082196,0.21082196,0.21082196,0.20243712,0.2051794,0.20243712,0.2051794,0.20649806,0.2051794
0.20243712,0.2051794,0.2051794,0.20243712,0.20649806,0.20507914,0.20507914,0.20649806,0.2051794
0.19596514,0.19596514,0.19596514,0.19125517,0.19125517,0.19125517,0.19125517,0.19125517,0.19125517
0.19125517,0.19125517,0.19125517,0.19125517,0.19125517,0.20134099,0.19899987,0.19899987,0.19125517
0.19125517,0.19125517,0.19125517,0.20134099,0.19899987,0.20134099,0.19899987,0.18981053,0.19899987
0.19613183,0.19613183,0.19613183,0.19613183,0.19613183,0.19233775,0.19233775,0.19233775,0.19613183
0.19613183,0.19613183,0.19613183,0.19233775,0.19233775,0.17664042,0.17664042,0.17664042,0.19233775
0.19233775,0.19233775,0.19233775,0.17664042,0.17664042,0.17664042,0.17664042,0.17664042,0.17664042
0.17664042,0.17664042,0.17664042,0.17664042,0.17664042,0.18680353,0.18680353,0.18680353,0.17664042
0.17664042,0.17664042,0.17664042,0.18680353,0.18680353,0.18185581,0.18680353,0.1720969,0.18680353
0.18680353,0.18680353,0.18680353,0.18185581,0.1720969,0.18476154,0.1720969,0.1720969,0.18680353
0.18185581,0.18680353,0.1720969,0.18476154,0.1720969,0.17656107,0.19976695,0.19976695,0.1720969
0.18476154,0.1720969,0.1720969,0.17656107,0.19976695,0.17656107,0.19976695,0.19976695,0.19976695
0.17656107,0.19976695,0.19976695,0.17656107,0.19976695,0.17070535,0.1822173,0.1822173,0.19976695
0.17656107,0.19976695,0.19976695,0.17070535,0.1822173,0.17070535,0.1822173,0.1822173,0.1822173
0.17070535,0.1822173,0.1822173,0.17070535,0.1822173,0.18062189,0.19399707,0.19399707,0.1822173
0.2193663,0.2193663,0.21915303,0.22090225,0.21915303,0.21082196,0.21082196,0.21082196,0.22090225
0.22090225,0.22090225,0.21915303,0.21082196,0.21082196,0.21082196,0.21082196,0.21082196,0.21082196
0.21082196,0.21082196,0.21082196,0.21082196,0.21082196,0.2051794,0.2051794,0.2051794,0.21082196
0.21082196,0.21082196,0.21082196,0.2051794,0.2051794,0.2051794,0.20649806,0.20649806,0.2051794
0.19596514,0.19596514,0.19596514,0.19125517,0.19125517,0.19125517,0.19125517,0.19125517,0.19125517
0.19125517,0.19125517,0.19125517,0.19125517,0.19125517,0.19899987,0.19899987,0.19899987,0.19125517
0.19125517,0.19125517,0.19125517,0.19899987,0.19899987,0.19899987,0.18981053,0.18981053,0.19899987
0.19613183,0.19613183,0.19249035,0.19233775,0.1945381,0.17664042,0.17664042,0.17664042,0.19233775
0.19233775,0.19233775,0.1945381,0.17664042,0.17664042,0.17664042,0.17664042,0.17664042,0.17664042
0.17664042,0.17664042,0.17664042,0.17664042,0.17664042,0.18680353,0.18680353,0.18680353,0.17664042
0.17664042,0.17664042,0.17664042,0.18680353,0.18680353,0.18680353,0.1720969,0.1720969,0.18680353
0.18680353,0.18680353,0.18680353,0.18680353,0.1720969,0.1720969,0.1720969,0.1720969,0.1720969
0.18680353,0.1720969,0.1720969,0.1720969,0.1720969,0.19976695,0.19976695,0.19976695,0.1720969
0.1720969,0.1720969,0.1720969,0.19976695,0.19976695,0.19976695,0.19976695,0.19976695,0.19976695
0.19976695,0.19976695,0.19976695,0.19976695,0.19976695,0.1822173,0.1822173,0.1822173,0.19976695
0.19976695,0.19976695,0.19976695,0.1822173,0.1822173,0.1822173,0.1822173,0.1822173,0.1822173
0.1822173,0.1822173,0.1822173,0.1822173,0.1822173,0.19399707,0.19399707,0.19399707,0.1822173
0.2193663,0.21915303,0.21915303,0.22090225,0.21915303,0.21082196,0.21082196,0.24189185,0.21915303
0.22090225,0.21915303,0.21915303,0.21082196,0.24189185,0.21082196,0.21082196,0.24189185,0.21082196
0.21082196,0.21082196,0.24189185,0.21082196,0.24189185,0.2051794,0.2051794,0.2051794,0.21082196
0.21082196,0.21082196,0.24189185,0.2051794,0.2051794,0.20649806,0.20649806,0.20649806,0.2051794
0.19596514,0.19596514,0.18968587,0.19125517,0.19533537,0.19125517,0.19125517,0.18920408,0.19125517
0.19125517,0.19125517,0.19533537,0.19125517,0.18920408,0.19899987,0.19899987,0.18920408,0.19125517
0.19125517,0.19125517,0.18920408,0.19899987,0.18920408,0.18981053,0.18981053,0.1891689,0.19899987
0.19613183,0.19249035,0.1945381,0.19233775,0.1945381,0.17664042,0.17664042,0.18161589,0.1945381
0.19233775,0.1945381,0.1945381,0.17664042,0.18161589,0.17664042,0.17664042,0.17518824,0.17664042
0.17664042,0.17664042,0.18161589,0.17664042,0.17518824,0.18680353,0.18680353,0.17518824,0.17664042
0.17664042,0.17664042,0.17518824,0.18680353,0.17518824,0.1720969,0.1720969,0.19822828,0.18680353
0.18680353,0.18680353,0.17518824,0.1720969,0.19822828,0.1720969,0.1720969,0.19822828,0.1720969
0.1720969,0.1720969,0.19822828,0.1720969,0.19822828,0.19976695,0.19976695,0.17950785,0.1720969
0.1720969,0.1720969,0.19822828,0.19976695,0.17950785,0.19976695,0.19976695,0.17950785,0.19976695
0.19976695,0.19976695,0.17950785,0.19976695,0.17950785,0.1822173,0.1822173,0.1822173,0.19976695
0.19976695,0.19976695,0.17950785,0.1822173,0.1822173,0.1822173,0.1822173,0.19399707,0.1822173
0.1822173,0.1822173,0.1822173,0.1822173,0.19399707,0.19399707,0.19399707,0.19399707,0.1822173
0.21915303,0.21915303,0.21915303,0.21915303,0.21915303,0.21082196,0.24189185,0.24189185,0.21915303
0.21915303,0.21915303,0.21915303,0.21082196,0.24189185,0.21082196,0.24189185,0.21420483,0.24189185
0.21082196,0.24189185,0.24189185,0.21082196,0.21420483,0.2051794,0.2051794,0.21420483,0.24189185
0.21082196,0.24189185,0.21420483,0.2051794,0.21420483,0.20649806,0.20649806,0.2146432,0.2051794
0.1939729,0.1939729,0.1939729,0.18968587,0.18968587,0.19596514,0.18968587,0.18968587,0.18968587
0.18968587,0.18968587,0.18968587,0.19596514,0.18968587,0.19125517,0.19533537,0.19533537,0.18968587
0.19596514,0.18968587,0.18968587,0.19125517,0.19533537,0.19125517,0.18920408,0.18920408,0.19533537
0.19125517,0.19533537,0.19533537,0.19125517,0.18920408,0.19899987,0.18920408,0.18920408,0.18920408
0.19125517,0.18920408,0.18920408,0.19899987,0.18920408,0.18981053,0.1891689,0.1891689,0.18920408
0.19249035,0.1945381,0.1945381,0.1945381,0.1945381,0.17664042,0.18161589,0.18161589,0.1945381
0.1945381,0.1945381,0.1945381,0.17664042,0.18161589,0.17664042,0.17518824,0.17518824,0.18161589
0.17664042,0.18161589,0.18161589,0.17664042,0.17518824,0.18680353,0.17518824,0.17518824,0.17518824
0.17664042,0.17518824,0.17518824,0.18680353,0.17518824,0.1720969,0.19822828,0.19822828,0.17518824
0.18680353,0.17518824,0.17518824,0.1720969,0.19822828,0.1720969,0.19822828,0.19822828,0.19822828
0.1720969,0.19822828,0.19822828,0.1720969,0.19822828,0.19976695,0.17950785,0.17950785,0.19822828
0.1720969,0.19822828,0.19822828,0.19976695,0.17950785,0.19976695,0.17950785,0.17950785,0.17950785
0.19976695,0.17950785,0.17950785,0.19976695,0.17950785,0.1822173,0.1822173,0.20650715,0.17950785
0.19976695,0.17950785,0.17950785,0.1822173,0.20650715,0.1822173,0.19399707,0.2651189,0.1822173
0.1822173,0.1822173,0.20650715,0.1822173,0.2651189,0.19399707,0.19399707,0.2651189,0.19399707
0.21915303,0.21915303,0.21915303,0.21915303,0.21915303,0.24189185,0.24189185,0.24189185,0.21915303
0.21915303,0.21915303,0.21915303,0.24189185,0.24189185,0.24189185,0.21420483,0.21420483,0.24189185
0.24189185,0.24189185,0.24189185,0.24189185,0.21420483,0.2051794,0.21420483,0.21420483,0.21420483
0.24189185,0.21420483,0.21420483,0.2051794,0.21420483,0.20649806,0.2146432,0.2146432,0.21420483
0.2051794,0.21420483,0.21420483,0.20649806,0.2146432,0.20649806,0.2146432,0.2146432,0.2146432
0.20649806,0.2146432,0.2146432,0.20649806,0.2146432,0.21069081,0.20985535,0.20985535,0.2146432
0.20649806,0.2146432,0.2146432,0.21069081,0.20985535,0.21069081,0.20985535,0.2148583,0.20985535
0.1939729,0.1939729,0.1939729,0.18968587,0.18968587,0.18968587,0.18968587,0.19533537,0.18968587
0.18968587,0.18968587,0.18968587,0.18968587,0.19533537,0.19533537,0.19533537,0.19533537,0.18968587
0.18968587,0.18968587,0.19533537,0.19533537,0.19533537,0.18920408,0.18920408,0.18920408,0.19533537
0.19533537,0.19533537,0.19533537,0.18920408,0.18920408,0.18920408,0.18920408,0.18920408,0.18920408
0.18920408,0.18920408,0.18920408,0.18920408,0.18920408,0.1891689,0.1891689,0.1891689,0.18920408
0.18920408,0.18920408,0.18920408,0.1891689,0.1891689,0.1891689,0.1891689,0.1891689,0.1891689
0.1945381,0.1945381,0.18719347,0.1945381,0.18719347,0.18161589,0.18161589,0.18161589,0.1945381
0.1945381,0.1945381,0.18719347,0.18161589,0.18161589,0.17518824,0.17518824,0.17518824,0.18161589
0.18161589,0.18161589,0.18161589,0.17518824,0.17518824,0.17518824,0.17518824,0.17518824,0.17518824
0.17518824,0.17518824,0.17518824,0.17518824,0.17518824,0.19822828,0.19822828,0.19822828,0.17518824
0.17518824,0.17518824,0.17518824,0.19822828,0.19822828,0.19822828,0.19822828,0.19822828,0.19822828
0.19822828,0.19822828,0.19822828,0.19822828,0.19822828,0.17950785,0.17950785,0.17950785,0.19822828
0.19822828,0.19822828,0.19822828,0.17950785,0.17950785,0.17950785,0.17950785,0.20650715,0.17950785
0.17950785,0.17950785,0.17950785,0.17950785,0.20650715,0.1822173,0.20650715,0.20650715,0.17950785
0.17950785,0.17950785,0.20650715,0.1822173,0.20650715,0.19399707,0.2651189,0.2651189,0.20650715
0.1822173,0.20650715,0.20650715,0.19399707,0.2651189,0.19399707,0.2651189,0.2651189,0.2651189
0.21915303,0.21915303,0.22160494,0.21915303,0.22160494,0.24189185,0.24189185,0.22614934,0.21915303
0.21915303,0.21915303,0.22160494,0.24189185,0.22614934,0.21420483,0.21420483,0.21420483,0.24189185
0.24189185,0.24189185,0.22614934,0.21420483,0.21420483,0.21420483,0.21420483,0.21420483,0.21420483
0.21420483,0.21420483,0.21420483,0.21420483,0.21420483,0.2146432,0.2146432,0.2146432,0.21420483
0.21420483,0.21420483,0.21420483,0.2146432,0.2146432,0.2146432,0.2146432,0.2146432,0.2146432
0.2146432,0.2146432,0.2146432,0.2146432,0.2146432,0.20985535,0.20985535,0.20985535,0.2146432
0.2146432,0.2146432,0.2146432,0.20985535,0.20985535,0.20985535,0.2148583,0.2148583,0.20985535
0.20985535,0.20985535,0.20985535,0.20985535,0.2148583,0.2148583,0.2148583,0.2148583,0.2148583
0.20985535,0.2148583,0.2148583,0.2148583,0.2148583,0.21805012,0.21805012,0.21805012,0.2148583
0.2148583,0.2148583,0.2148583,0.21805012,0.21805012,0.21247455,0.21805012,0.21805012,0.21805012
0.21805012,0.21805012,0.21805012,0.21247455,0.21805012,0.20901574,0.2044846,0.2044846,0.21805012
0.1939729,0.1939729,0.19512415,0.18968587,0.19451706,0.18968587,0.19533537,0.20327859,0.18968587
0.18968587,0.18968587,0.19451706,0.18968587,0.20327859,0.19533537,0.19533537,0.20327859,0.19533537
0.18968587,0.19533537,0.20327859,0.19533537,0.20327859,0.18920408,0.18920408,0.18920827,0.19533537
0.19533537,0.19533537,0.20327859,0.18920408,0.18920827,0.18920408,0.18920408,0.18920827,0.18920408
0.18920408,0.18920408,0.18920827,0.18920408,0.18920827,0.1891689,0.1891689,0.1891689,0.18920408
0.18920408,0.18920408,0.18920827,0.1891689,0.1891689,0.1891689,0.1891689,0.18219145,0.1891689
0.1891689,0.1891689,0.1891689,0.1891689,0.18219145,0.18219145,0.18219145,0.18219145,0.1891689
0.20135212,0.19748615,0.19748615,0.19249035,0.19748615,0.1945381,0.18719347,0.18719347,0.19748615
0.19249035,0.19748615,0.19748615,0.1945381,0.18719347,0.1945381,0.18719347,0.18719347,0.18719347
0.1945381,0.18719347,0.18719347,0.1945381,0.18719347,0.18161589,0.18161589,0.18614534,0.18719347
0.1945381,0.18719347,0.18719347,0.18161589,0.18614534,0.17518824,0.17518824,0.18843156,0.18161589
0.18161589,0.18161589,0.18614534,0.17518824,0.18843156,0.17518824,0.17518824,0.18843156,0.17518824
0.19822828,0.19822828,0.19822828,0.17950785,0.17950785,0.17950785,0.20650715,0.20650715,0.17950785
0.17950785,0.17950785,0.17950785,0.17950785,0.20650715,0.20650715,0.20650715,0.20650715,0.20650715
0.17950785,0.20650715,0.20650715,0.20650715,0.20650715,0.2651189,0.2651189,0.2651189,0.20650715
0.20650715,0.20650715,0.20650715,0.2651189,0.2651189,0.2651189,0.2651189,0.2651189,0.2651189
0.21915303,0.22160494,0.22160494,0.21915303,0.22160494,0.24189185,0.22614934,0.22614934,0.22160494
0.21915303,0.22160494,0.22160494,0.24189185,0.22614934,0.21420483,0.21420483,0.20887075,0.22614934
0.24189185,0.22614934,0.22614934,0.21420483,0.20887075,0.21420483,0.21420483,0.20887075,0.21420483
0.21420483,0.21420483,0.20887075,0.21420483,0.20887075,0.2146432,0.2146432,0.21176814,0.21420483
0.21420483,0.21420483,0.20887075,0.2146432,0.21176814,0.2146432,0.2146432,0.20402335,0.2146432
0.2146432,0.2146432,0.21176814,0.2146432,0.20402335,0.20985535,0.20985535,0.20985535,0.2146432
0.2146432,0.2146432,0.20402335,0.20985535,0.20985535,0.2148583,0.2148583,0.2148583,0.20985535
0.20985535,0.20985535,0.20985535,0.2148583,0.2148583,0.2148583,0.2148583,0.2148583,0.2148583
0.2148583,0.2148583,0.2148583,0.2148583,0.2148583,0.21805012,0.21805012,0.21805012,0.2148583
0.2148583,0.2148583,0.2148583,0.21805012,0.21805012,0.21805012,0.21805012,0.21805012,0.21805012
0.1910996,0.1910996,0.1910996,0.1966788,0.1910996,0.1939729,0.19512415,0.19512415,0.1910996
0.1966788,0.1910996,0.1910996,0.1939729,0.19512415,0.1939729,0.19512415,0.19451706,0.19512415
0.1939729,0.19512415,0.19512415,0.1939729,0.19451706,0.18968587,0.19451706,0.19451706,0.19512415
0.1939729,0.19512415,0.19451706,0.18968587,0.19451706,0.19533537,0.20327859,0.20327859,0.19451706
0.18968587,0.19451706,0.19451706,0.19533537,0.20327859,0.19533537,0.20327859,0.20327859,0.20327859
0.19533537,0.20327859,0.20327859,0.19533537,0.20327859,0.18920408,0.18920827,0.18920827,0.20327859
0.19533537,0.20327859,0.20327859,0.18920408,0.18920827,0.18920408,0.18920827,0.18920827,0.18920827
0.18920408,0.18920827,0.18920827,0.18920408,0.18920827,0.1891689,0.1891689,0.18833977,0.18920827
0.18920408,0.18920827,0.18920827,0.1891689,0.18833977,0.1891689,0.18219145,0.18219145,0.1891689
0.1891689,0.1891689,0.18833977,0.1891689,0.18219145,0.18219145,0.18219145,0.18219145,0.18219145
0.18719347,0.18719347,0.18614534,0.18161589,0.18614534,0.17518824,0.18843156,0.18843156,0.18614534
0.18161589,0.18614534,0.18614534,0.17518824,0.18843156,0.17518824,0.18843156,0.18843156,0.18843156
0.22160494,0.22160494,0.22160494,0.22160494,0.22614934,0.22614934,0.22614934,0.22614934,0.22160494
0.22160494,0.22160494,0.22614934,0.22614934,0.22614934,0.21420483,0.20887075,0.20887075,0.22614934
0.22614934,0.22614934,0.22614934,0.21420483,0.20887075,0.21420483,0.20887075,0.20887075,0.20887075
0.21420483,0.20887075,0.20887075,0.21420483,0.20887075,0.2146432,0.21176814,0.21176814,0.20887075
0.21420483,0.20887075,0.20887075,0.2146432,0.21176814,0.2146432,0.20402335,0.20402335,0.21176814
0.2146432,0.21176814,0.21176814,0.2146432,0.20402335,0.20985535,0.20985535,0.20402335,0.20402335
0.2146432,0.20402335,0.20402335,0.20985535,0.20402335,0.2148583,0.2148583,0.20614305,0.20985535
0.20985535,0.20985535,0.20402335,0.2148583,0.20614305,0.2148583,0.2148583,0.20614305,0.2148583
0.2148583,0.2148583,0.20614305,0.2148583,0.20614305,0.21805012,0.21805012,0.21386161,0.2148583
0.2148583,0.2148583,0.20614305,0.21805012,0.21386161,0.21805012,0.21805012,0.21386161,0.21805012
0.1910996,0.1910996,0.1910996,0.1910996,0.1910996,0.19512415,0.19512415,0.19512415,0.1910996
0.1910996,0.1910996,0.1910996,0.19512415,0.19512415,0.19512415,0.19451706,0.19451706,0.19512415
0.19512415,0.19512415,0.19512415,0.19512415,0.19451706,0.19451706,0.19451706,0.19451706,0.19451706
0.19512415,0.19451706,0.19451706,0.19451706,0.19451706,0.20327859,0.20327859,0.20327859,0.19451706
0.19451706,0.19451706,0.19451706,0.20327859,0.20327859,0.20327859,0.20327859,0.20327859,0.20327859
0.20327859,0.20327859,0.20327859,0.20327859,0.20327859,0.18920827,0.18920827,0.18920827,0.20327859
0.20327859,0.20327859,0.20327859,0.18920827,0.18920827,0.18920827,0.18920827,0.18920827,0.18920827
0.18920827,0.18920827,0.18920827,0.18920827,0.18920827,0.1891689,0.18833977,0.18833977,0.18920827
0.18920827,0.18920827,0.18920827,0.1891689,0.18833977,0.18219145,0.18219145,0.1881856,0.18833977
0.1891689,0.18833977,0.18833977,0.18219145,0.1881856,0.18219145,0.18219145,0.1881856,0.18219145
0.18219145,0.18219145,0.1881856,0.18219145,0.1881856,0.193861,0.193861,0.19113255,0.18219145
0.18219145,0.18219145,0.1881856,0.193861,0.19113255,0.193861,0.193861,0.19113255,0.193861
0.193861,0.193861,0.19113255,0.193861,0.19113255,0.1957625,0.1957625,0.19372548,0.193861
0.193861,0.193861,0.19113255,0.1957625,0.19372548,0.1957625,0.1998112,0.19589794,0.1957625
0.1957625,0.1957625,0.19372548,0.1957625,0.19589794,0.1998112,0.1998112,0.19589794,0.1998112
0.1957625,0.1998112,0.19589794,0.1998112,0.19589794,0.19748615,0.19748615,0.1863616,0.1998112
0.18719347,0.18614534,0.18614534,0.18614534,0.18614534,0.18843156,0.18843156,0.18843156,0.18614534
0.18614534,0.18614534,0.18614534,0.18843156,0.18843156,0.18843156,0.18843156,0.18843156,0.18843156
0.22160494,0.22160494,0.2320367,0.22160494,0.22047204,0.22614934,0.22614934,0.22614934,0.22614934
0.22160494,0.22614934,0.22047204,0.22614934,0.22614934,0.20887075,0.20887075,0.20887075,0.22614934
0.22614934,0.22614934,0.22614934,0.20887075,0.20887075,0.20887075,0.20887075,0.21176814,0.20887075
0.20887075,0.20887075,0.20887075,0.20887075,0.21176814,0.21176814,0.21176814,0.21176814,0.20887075
0.20887075,0.20887075,0.21176814,0.21176814,0.21176814,0.20402335,0.20402335,0.20402335,0.21176814
0.21176814,0.21176814,0.21176814,0.20402335,0.20402335,0.20985535,0.20402335,0.20402335,0.20402335
0.20402335,0.20402335,0.20402335,0.20985535,0.20402335,0.2148583,0.20614305,0.20614305,0.20402335
0.20985535,0.20402335,0.20402335,0.2148583,0.20614305,0.2148583,0.20614305,0.20614305,0.20614305
0.2148583,0.20614305,0.20614305,0.2148583,0.20614305,0.21805012,0.21386161,0.21386161,0.20614305
0.2148583,0.20614305,0.20614305,0.21805012,0.21386161,0.21805012,0.21386161,0.21386161,0.21386161
0.1910996,0.1910996,0.18895976,0.1910996,0.19215533,0.19512415,0.19512415,0.19215533,0.1910996
0.1910996,0.1910996,0.19215533,0.19512415,0.19215533,0.19451706,0.19451706,0.19711144,0.19512415
0.19512415,0.19512415,0.19215533,0.19451706,0.19711144,0.19451706,0.19451706,0.19711144,0.19451706
0.19451706,0.19451706,0.19711144,0.19451706,0.19711144,0.20327859,0.20327859,0.20327859,0.19451706
0.19451706,0.19451706,0.19711144,0.20327859,0.20327859,0.20327859,0.20327859,0.20327859,0.20327859
0.20327859,0.20327859,0.20327859,0.20327859,0.20327859,0.18920827,0.18920827,0.18920827,0.20327859
0.20327859,0.20327859,0.20327859,0.18920827,0.18920827,0.18920827,0.18920827,0.18833977,0.18920827
0.18920827,0.18920827,0.18920827,0.18920827,0.18833977,0.18833977,0.18833977,0.18833977,0.18920827
0.18920827,0.18920827,0.18833977,0.18833977,0.18833977,0.18219145,0.1881856,0.1881856,0.18833977
0.18833977,0.18833977,0.18833977,0.18219145,0.1881856,0.18219145,0.1881856,0.1881856,0.1881856
0.18219145,0.1881856,0.1881856,0.18219145,0.1881856,0.193861,0.19113255,0.19113255,0.1881856
0.18219145,0.1881856,0.1881856,0.193861,0.19113255,0.193861,0.19113255,0.19372548,0.19113255
0.193861,0.19113255,0.19113255,0.193861,0.19372548,0.1957625,0.19372548,0.19372548,0.19113255
0.193861,0.19113255,0.19372548,0.1957625,0.19372548,0.1998112,0.19589794,0.19589794,0.19372548
0.1957625,0.19372548,0.19372548,0.1998112,0.19589794,0.1998112,0.19589794,0.19589794,0.19589794
0.1998112,0.19589794,0.19589794,0.1998112,0.19589794,0.19748615,0.1863616,0.1863616,0.19589794
0.18614534,0.18614534,0.15548784,0.18614534,0.18614534,0.18843156,0.18843156,0.18843156,0.18614534
0.22614934,0.22047204,0.22047204,0.22614934,0.22047204,0.20887075,0.20887075,0.20887075,0.22614934
0.22614934,0.22614934,0.22047204,0.20887075,0.20887075,0.20887075,0.21176814,0.21176814,0.20887075
0.20887075,0.20887075,0.20887075,0.20887075,0.21176814,0.21176814,0.21176814,0.21176814,0.21176814
0.20887075,0.21176814,0.21176814,0.21176814,0.21176814,0.20402335,0.20402335,0.20402335,0.21176814
0.21176814,0.21176814,0.21176814,0.20402335,0.20402335,0.20402335,0.20402335,0.20402335,0.20402335
0.20402335,0.20402335,0.20402335,0.20402335,0.20402335,0.20614305,0.20614305,0.20614305,0.20402335
0.20402335,0.20402335,0.20402335,0.20614305,0.20614305,0.20614305,0.20614305,0.20614305,0.20614305
0.20614305,0.20614305,0.20614305,0.20614305,0.20614305,0.21386161,0.21386161,0.21386161,0.20614305
0.20614305,0.20614305,0.20614305,0.21386161,0.21386161,0.21386161,0.21386161,0.212546,0.21386161
0.1910996,0.19215533,0.19215533,0.19512415,0.19215533,0.19451706,0.19711144,0.19711144,0.19215533
0.19512415,0.19215533,0.19215533,0.19451706,0.19711144,0.19451706,0.19711144,0.19711144,0.19711144
0.19451706,0.19711144,0.19711144,0.19451706,0.19711144,0.20327859,0.20327859,0.19697796,0.19711144
0.19451706,0.19711144,0.19711144,0.20327859,0.19697796,0.20327859,0.20327859,0.19697796,0.20327859
0.20327859,0.20327859,0.19697796,0.20327859,0.19697796,0.18920827,0.18920827,0.20306079,0.20327859
0.20327859,0.20327859,0.19697796,0.18920827,0.20306079,0.18920827,0.18833977,0.19740875,0.18920827
0.18920827,0.18920827,0.20306079,0.18920827,0.19740875,0.18833977,0.18833977,0.19740875,0.18833977
0.18920827,0.18833977,0.19740875,0.18833977,0.19740875,0.1881856,0.1881856,0.1881856,0.18833977
0.18833977,0.18833977,0.19740875,0.1881856,0.1881856,0.1881856,0.1881856,0.1881856,0.1881856
0.1881856,0.1881856,0.1881856,0.1881856,0.1881856,0.19113255,0.19113255,0.19113255,0.1881856
0.1881856,0.1881856,0.1881856,0.19113255,0.19113255,0.19113255,0.19372548,0.19372548,0.19113255
0.19113255,0.19113255,0.19113255,0.19113255,0.19372548,0.19372548,0.19372548,0.19372548,0.19372548
0.19113255,0.19372548,0.19372548,0.19372548,0.19372548,0.19589794,0.19589794,0.19589794,0.19372548
0.19372548,0.19372548,0.19372548,0.19589794,0.19589794,0.19589794,0.19589794,0.19589794,0.19589794
0.19589794,0.19589794,0.19589794,0.19589794,0.19589794,0.1863616,0.1863616,0.1863616,0.19589794
0.19589794,0.19589794,0.19589794,0.1863616,0.1863616,0.19748615,0.1863616,0.1863616,0.1863616
0.1863616,0.1863616,0.1863616,0.19748615,0.1863616,0.18719347,0.18518268,0.18518268,0.1863616
0.19748615,0.1863616,0.1863616,0.18719347,0.18518268,0.18614534,0.15548784,0.15548784,0.18518268
0.18719347,0.18518268,0.18518268,0.18614534,0.15548784,0.18614534,0.18614534,0.18036039,0.15548784
0.18614534,0.15548784,0.15548784,0.18614534,0.18036039,0.18843156,0.18843156,0.18036039,0.18614534
0.20402335,0.20402335,0.20905782,0.20402335,0.20905782,0.20614305,0.20614305,0.212446,0.20402335
0.20402335,0.20402335,0.20905782,0.20614305,0.212446,0.20614305,0.20614305,0.2033035,0.20614305
0.20614305,0.20614305,0.212446,0.20614305,0.2033035,0.21386161,0.21386161,0.2033035,0.20614305
0.20614305,0.20614305,0.2033035,0.21386161,0.2033035,0.21386161,0.212546,0.212546,0.21386161
0.19215533,0.19215533,0.19215533,0.19215533,0.19215533,0.19711144,0.19711144,0.19711144,0.19215533
0.19215533,0.19215533,0.19215533,0.19711144,0.19711144,0.19711144,0.19711144,0.19711144,0.19711144
0.19711144,0.19711144,0.19711144,0.19711144,0.19711144,0.20327859,0.19697796,0.19697796,0.19711144
0.19711144,0.19711144,0.19711144,0.20327859,0.19697796,0.20327859,0.19697796,0.20306079,0.19697796
0.20327859,0.19697796,0.19697796,0.20327859,0.20306079,0.18920827,0.20306079,0.20306079,0.19697796
0.20327859,0.19697796,0.20306079,0.18920827,0.20306079,0.18833977,0.19740875,0.19740875,0.20306079
0.18920827,0.20306079,0.20306079,0.18833977,0.19740875,0.18833977,0.19740875,0.19740875,0.19740875
0.18833977,0.19740875,0.19740875,0.18833977,0.19740875,0.1881856,0.1881856,0.18714796,0.19740875
0.18833977,0.19740875,0.19740875,0.1881856,0.18714796,0.1881856,0.1881856,0.1862826,0.1881856
0.1881856,0.1881856,0.18714796,0.1881856,0.1862826,0.19113255,0.19113255,0.1862826,0.1881856
0.1881856,0.1881856,0.1862826,0.19113255,0.1862826,0.19372548,0.19372548,0.19858293,0.19113255
0.19113255,0.19113255,0.1862826,0.19372548,0.19858293,0.19372548,0.19372548,0.19372548,0.19372548
0.19372548,0.19372548,0.19858293,0.19372548,0.19372548,0.19589794,0.19589794,0.19589794,0.19372548
0.19372548,0.19372548,0.19372548,0.19589794,0.19589794,0.19589794,0.19589794,0.19589794,0.19589794
0.19589794,0.19589794,0.19589794,0.19589794,0.19589794,0.1863616,0.1863616,0.1863616,0.19589794
0.19589794,0.19589794,0.19589794,0.1863616,0.1863616,0.1863616,0.1863616,0.18518268,0.1863616
0.1863616,0.1863616,0.1863616,0.1863616,0.18518268,0.18518268,0.18518268,0.18518268,0.1863616
0.1863616,0.1863616,0.18518268,0.18518268,0.18518268,0.15548784,0.15548784,0.15548784,0.18518268
0.18518268,0.18518268,0.18518268,0.15548784,0.15548784,0.18614534,0.18036039,0.18036039,0.15548784
0.15548784,0.15548784,0.15548784,0.18614534,0.18036039,0.18843156,0.18036039,0.18036039,0.18036039
0.20402335,0.20905782,0.20905782,0.20402335,0.20905782,0.20614305,0.212446,0.212446,0.20905782
0.20402335,0.20905782,0.20905782,0.20614305,0.212446,0.20614305,0.2033035,0.2033035,0.212446
0.20614305,0.212446,0.212446,0.20614305,0.2033035,0.21386161,0.2033035,0.2033035,0.2033035
0.20614305,0.2033035,0.2033035,0.21386161,0.2033035,0.212546,0.212546,0.20186615,0.2033035
0.21386161,0.2033035,0.2033035,0.212546,0.20186615,0.212546,0.212546,0.20186615,0.212546
0.19215533,0.19215533,0.19215533,0.19215533,0.19215533,0.19711144,0.19711144,0.19711144,0.19215533
0.19215533,0.19215533,0.19215533,0.19711144,0.19711144,0.19711144,0.19711144,0.19711144,0.19711144
0.19711144,0.19711144,0.19711144,0.19711144,0.19711144,0.19697796,0.19697796,0.19697796,0.19711144
