feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,clor_val
0.26069802,0.25007296,0.25007296,0.25376117,0.25376117,0.25007296,0.25007296
0.2279398,0.2300663,0.23047575,0.22960046,0.22636136,0.23768878,0.22766148
0.22578119,0.22543551,0.21815151,0.21815151,0.22543551,0.22543551,0.22543551
0.2300663,0.23047575,0.23047575,0.22766148,0.22960405,0.22885542,0.22636136
0.24679382,0.2468486,0.24376021,0.2466644,0.24739288,0.24694733,0.2468486
0.2466644,0.2468486,0.24739288,0.24997154,0.2411672,0.2411672,0.24694733
0.22623312,0.22623312,0.22124529,0.23015074,0.22268799,0.21819068,0.23015074
0.24694733,0.2411672,0.2367359,0.2411672,0.2411672,0.2367359,0.2411672
0.2411672,0.2367359,0.2411672,0.2411672,0.24620807,0.24620807,0.2367359
0.22393033,0.22393033,0.22563305,0.22393033,0.2298939,0.2298939,0.22393033
0.22393033,0.22393033,0.2298939,0.23243947,0.22765891,0.2297625,0.2298939
0.2450255,0.25611672,0.253205,0.2503288,0.24303557,0.25557643,0.2521071
0.2367359,0.24620807,0.2392222,0.26517692,0.24620807,0.24496089,0.24620807
0.22333738,0.22333738,0.22421546,0.22563305,0.22393033,0.22563305,0.22563305
0.22124529,0.21764079,0.21764079,0.22268799,0.21819068,0.22269033,0.22136073
0.23384383,0.24620807,0.2392222,0.24620807,0.24496089,0.22688651,0.2392222
0.21912427,0.20832983,0.22204337,0.22177243,0.22016282,0.22497857,0.22065327
0.21764079,0.22142567,0.2139092,0.21764079,0.22189854,0.22136073,0.21764079
0.20832983,0.22204337,0.22016282,0.22065327,0.22016282,0.21881525,0.22016282
0.22545284,0.22256635,0.22042808,0.22592127,0.22592127,0.22147721,0.22256635
0.24954437,0.24954437,0.25034392,0.25034392,0.24954437,0.25793493,0.24954437
0.2187121,0.22256635,0.22042808,0.22592127,0.22147721,0.22147721,0.22042808
0.21837819,0.2264963,0.21837819,0.2264963,0.2264963,0.22188886,0.21837819
0.24273005,0.24273005,0.24047126,0.22994792,0.23342055,0.22039837,0.23342055
0.23342055,0.22039837,0.22039837,0.21837819,0.21837819,0.22039837,0.21837819
0.2170136,0.2170136,0.21941318,0.22118554,0.22319983,0.22025421,0.22625288
0.22625288,0.22319983,0.22319983,0.21768549,0.22025421,0.21768549,0.22025421
0.22025421,0.21768549,0.21768549,0.22025421,0.22025421,0.21954423,0.22025421
0.22025421,0.21768549,0.22025421,0.21954423,0.22203115,0.21954423,0.22025421
0.22301444,0.2179702,0.21419819,0.21519375,0.21519375,0.21558295,0.2179702
0.21519375,0.2179702,0.21519375,0.22133408,0.22133408,0.21558295,0.21558295
0.21718483,0.21718483,0.21369277,0.21718483,0.21369277,0.21718483,0.21718483
0.21784383,0.22032642,0.22608231,0.21686314,0.21731253,0.2195498,0.21506171
0.25622615,0.26256308,0.32051593,0.31162113,0.32051593,0.24047126,0.32051593
0.24047126,0.22994792,0.22688146,0.22039837,0.22039837,0.2143805,0.22994792
0.21419819,0.21336885,0.21448229,0.20890601,0.2111927,0.2111927,0.20890601
0.20890601,0.20890601,0.2111927,0.21558295,0.21621919,0.21621919,0.2111927
0.32051593,0.24432337,0.24432337,0.32051593,0.22887696,0.22887696,0.24432337
0.21431316,0.21481349,0.21554236,0.21369277,0.21481349,0.21369277,0.21481349
0.25105068,0.24911219,0.2523686,0.2574751,0.2523686,0.26029214,0.2574751
0.22044858,0.2143805,0.21635185,0.2143805,0.21342555,0.21635185,0.21342555
0.24911219,0.24617141,0.2574751,0.25274742,0.26029214,0.2596159,0.2574751
0.27639234,0.2709546,0.28870377,0.2709546,0.30683059,0.32365936,0.28870377
0.22887696,0.22994678,0.22994678,0.22887696,0.22356576,0.22356576,0.22994678
0.22356576,0.21342555,0.21635185,0.21342555,0.21635185,0.21635185,0.21635185
0.24911219,0.24617141,0.2574751,0.25274742,0.2596159,0.2596159,0.25274742
0.22356576,0.21636944,0.21635185,0.21636944,0.21635185,0.21635185,0.21635185
0.24617141,0.25274742,0.2621057,0.2596159,0.2596159,0.25082,0.25274742
0.21635185,0.21911706,0.21239921,0.21911706,0.20861022,0.21030481,0.21239921
0.26033264,0.33192927,0.28012526,0.32365936,0.3434351,0.29932404,0.33192927
0.22152132,0.21239921,0.21471919,0.20861022,0.21030481,0.2108478,0.21239921
0.2621057,0.25086308,0.25082,0.24692355,0.26033264,0.26133883,0.25082
0.25082,0.25082,0.24692355,0.26133883,0.26033264,0.26133883,0.26033264
0.26033264,0.26133883,0.26133883,0.33192927,0.28012526,0.31364703,0.26033264
0.22152132,0.22152132,0.21636944,0.22152132,0.22152132,0.22152132,0.22152132
0.20500147,0.20500147,0.2009289,0.20562194,0.2009289,0.20562194,0.20562194
0.21471919,0.21471919,0.21731712,0.2108478,0.21223268,0.21208104,0.2116757
0.2108478,0.2116757,0.21223268,0.21223268,0.21208104,0.2096593,0.21208104
0.20500147,0.2009289,0.1937865,0.20562194,0.2009289,0.2009289,0.2009289
0.21208104,0.21208104,0.21007493,0.20538072,0.2096593,0.21048546,0.2096593
0.2009289,0.2009289,0.1937865,0.1937865,0.19875461,0.19220673,0.2009289
0.2282479,0.21921915,0.22115955,0.21921915,0.22115955,0.21921915,0.21921915
0.21007493,0.21007493,0.21048546,0.20879446,0.21048546,0.2107994,0.21048546
0.21921915,0.22115955,0.22115955,0.21921915,0.22115955,0.22115955,0.22115955
0.21048546,0.21048546,0.2107994,0.2115471,0.2107994,0.20700964,0.2107994
0.19810237,0.19810237,0.19618405,0.19810237,0.19618405,0.1937865,0.19810237
0.22115955,0.23780942,0.23780942,0.22115955,0.23780942,0.21753398,0.23780942
0.23780942,0.23113926,0.23113926,0.23780942,0.23780942,0.23780942,0.23780942
0.18871345,0.18845369,0.18977563,0.19618405,0.18730105,0.19618405,0.19308132
0.25826386,0.25504068,0.2580499,0.25826386,0.25062075,0.27199242,0.25477853
0.22689445,0.22689445,0.23554374,0.23113926,0.23932232,0.23780942,0.23113926
0.25477853,0.28622973,0.29847264,0.2504133,0.32425117,0.29589564,0.27199242
0.21053275,0.20801541,0.21053275,0.20424232,0.20424232,0.19900921,0.20801541
0.23554374,0.23932232,0.23582982,0.23932232,0.23582982,0.23582982,0.23932232
0.18631674,0.18631674,0.19316311,0.18938747,0.18441586,0.18938747,0.18441586
0.2139395,0.20739463,0.2030096,0.19689816,0.19230455,0.19230455,0.2030096
0.24973689,0.2694417,0.2694417,0.24973689,0.24830182,0.25804225,0.2694417
0.19420023,0.18860936,0.19314606,0.19060166,0.19815321,0.19610843,0.18941393
0.19060166,0.18941393,0.19815321,0.19350392,0.19610843,0.189551,0.19610843
0.19815321,0.19610843,0.19350392,0.189551,0.18735228,0.18735228,0.19610843
0.19350392,0.19610843,0.189551,0.18735228,0.19418788,0.19418788,0.18735228
0.18735228,0.18735228,0.19418788,0.1874197,0.1874197,0.19410612,0.19418788
0.18938747,0.19199847,0.20415625,0.18938747,0.18938747,0.19199847,0.19199847
0.26230213,0.28222957,0.28222957,0.2694417,0.28222957,0.2694417,0.2694417
0.2557268,0.24399355,0.25017694,0.24223362,0.2492432,0.2492432,0.24444738
0.21960185,0.2139395,0.21960185,0.2030096,0.2139649,0.21193044,0.2166758
0.19230455,0.198497,0.19314606,0.18860936,0.19314606,0.18941393,0.19314606
0.2139649,0.21193044,0.198497,0.198497,0.198497,0.20397793,0.198497
0.26144466,0.25127822,0.26182404,0.25580534,0.25580534,0.25785226,0.26544547
0.24806897,0.2262196,0.2262196,0.22682281,0.24097696,0.24008502,0.26395485
0.26390567,0.26349744,0.26811296,0.26544547,0.26182404,0.257371,0.26144466
0.27124318,0.26349744,0.2684547,0.26811296,0.26494077,0.2689669,0.27268213
0.2142423,0.22354345,0.22354345,0.22354345,0.21754308,0.2215032,0.22354345
0.22332074,0.2262027,0.2262027,0.21617763,0.21795245,0.21822308,0.21617763
0.24066596,0.24924283,0.24924283,0.2262027,0.24924283,0.21795245,0.24924283
0.2564622,0.2536945,0.25334692,0.2564622,0.25743625,0.29337263,0.2536945
0.2564622,0.2536945,0.25743625,0.25743625,0.25315174,0.3731569,0.29337263
0.24270174,0.25315174,0.29944843,0.25871477,0.24924283,0.43279445,0.26022065
0.24616604,0.24413407,0.25334692,0.2536945,0.25334692,0.2536945,0.25334692
0.24413407,0.25334692,0.25780597,0.25334692,0.25780597,0.25780597,0.25334692
0.25334692,0.25780597,0.25780597,0.25334692,0.25780597,0.25780597,0.25780597
0.25780597,0.25780597,0.27381316,0.25780597,0.27381316,0.25780597,0.25780597
0.24588339,0.24977607,0.24135512,0.24977607,0.25432596,0.25432596,0.24977607
0.24977607,0.24977607,0.25708625,0.25432596,0.2579708,0.27675354,0.25432596
0.28883302,0.28883302,0.28165013,0.28883302,0.27958694,0.27958694,0.28883302
0.2712048,0.27138874,0.26930296,0.28181782,0.2579708,0.26930296,0.26930296
0.27675354,0.2730122,0.2730122,0.28229725,0.29255354,0.28251278,0.28229725
0.28229725,0.28229725,0.28251278,0.26749006,0.29255354,0.2874004,0.29255354
0.28618106,0.2891857,0.2898719,0.292537,0.28350294,0.292537,0.28350294
0.29255354,0.28251278,0.28811616,0.29255354,0.28281808,0.28281808,0.2874004
0.28350294,0.292537,0.28671554,0.28350294,0.28395808,0.27379355,0.292537
0.28229725,0.28019238,0.28251278,0.2874004,0.28281808,0.28200063,0.28811616
0.28251278,0.28811616,0.2874004,0.28200063,0.28281808,0.27937204,0.28281808
0.3316849,0.32195652,0.32703924,0.32238692,0.31818986,0.3183055,0.32195652
0.28200063,0.28875062,0.27937204,0.27727196,0.27937204,0.27937204,0.29129422
0.27937204,0.29129422,0.27727196,0.27937204,0.28628936,0.28628936,0.27937204
0.32195652,0.31818986,0.31109685,0.3054871,0.2969411,0.2969411,0.3183055
0.3054871,0.2969411,0.2969411,0.29465306,0.29311806,0.2993693,0.29990327
0.2906164,0.2906164,0.29914284,0.29914284,0.29051062,0.28611374,0.29051062
0.29914284,0.29051062,0.29914284,0.28611374,0.27506444,0.27781627,0.29051062
0.30286112,0.2992335,0.29485086,0.29485086,0.28875062,0.29875898,0.2992335
0.30589244,0.2986464,0.32982045,0.29750776,0.30192387,0.31549206,0.30192387
0.31549206,0.30066723,0.31549206,0.32014394,0.30560464,0.30560464,0.30066723
0.37798864,0.3750124,0.40314502,0.3816281,0.34834644,0.36143914,0.3864064
0.33751398,0.33751398,0.33172494,0.32035142,0.32082704,0.33172494,0.32082704
0.39523596,0.3750124,0.40314502,0.3864064,0.3816281,0.38547057,0.40314502
0.40314502,0.40314502,0.3746406,0.3816281,0.37525678,0.3779561,0.38547057
0.32228082,0.34307158,0.33751398,0.33172494,0.32442367,0.34316307,0.34550658
0.34550658,0.32442367,0.36230737,0.3161336,0.33052334,0.3447217,0.34316307
0.3596562,0.34316307,0.33885938,0.33052334,0.3447217,0.34071052,0.36230737
0.34316307,0.36230737,0.33885938,0.33052334,0.34071052,0.3210414,0.3447217
0.35678157,0.3596562,0.3475644,0.33885938,0.3560006,0.3475644,0.3560006
0.36392453,0.36392453,0.35678157,0.35316926,0.3475644,0.34798056,0.35316926
0.35678157,0.35316926,0.35316926,0.3475644,0.3475644,0.34798056,0.34798056
0.3696932,0.36054453,0.36731124,0.36392453,0.36392453,0.35782093,0.36731124
0.36392453,0.36392453,0.35782093,0.35316926,0.36960882,0.34798056,0.35316926
0.36731124,0.36731124,0.36392453,0.36392453,0.35782093,0.38748884,0.35782093
0.4980559,0.49399066,0.5117999,0.50995845,0.50995845,0.4798309,0.4798309
0.4798309,0.48132265,0.50995845,0.48132265,0.49272352,0.46270594,0.4798309
0.4798309,0.48132265,0.48132265,0.49272352,0.46270594,0.46090132,0.46270594
0.48132265,0.46512336,0.42814127,0.48132265,0.39516705,0.46270594,0.40742818
